Member_number,Groceries
4343,"brown bread,frozen vegetables,pastry,rolls/buns,soap,specialty cheese"
4344,"citrus fruit,domestic eggs,frozen meals,long life bakery product,margarine,sausage,soda,softener,specialty bar"
4345,"beef,citrus fruit,pip fruit,roll products ,rolls/buns,shopping bags"
4347,"citrus fruit,margarine,pork,root vegetables"
4348,"beverages,citrus fruit,curd cheese,rolls/buns,salty snack,tropical fruit,whipped/sour cream,white bread,whole milk"
4349,"brown bread,citrus fruit,cream cheese ,hamburger meat,pickled vegetables,rolls/buns,soda"
4351,"bottled beer,cleaner,cooking chocolate,house keeping products,other vegetables,pot plants,prosecco,red/blush wine,rolls/buns,tropical fruit,waffles,whole milk"
4352,"chocolate,coffee,dessert,dog food,frankfurter,frozen meals,margarine,other vegetables,pork,sausage,soda,yogurt"
4353,"UHT-milk,bottled beer,canned vegetables,chicken,coffee,cream cheese ,fish,ham,hamburger meat,hard cheese,newspapers,other vegetables,rolls/buns,root vegetables,tropical fruit"
4354,"beverages,grapes,oil,soda"
4355,"bottled beer,canned beer,long life bakery product,misc. beverages,pet care,pip fruit,whole milk"
4356,"butter,butter milk,coffee,napkins,root vegetables,soda,tropical fruit,whole milk"
4357,"brown bread,canned beer,chicken,house keeping products,pip fruit,processed cheese,sausage,whipped/sour cream,whole milk"
4358,"beef,chewing gum,coffee,pasta,tropical fruit,turkey"
4359,"berries,butter milk,citrus fruit,cling film/bags,dessert,fruit/vegetable juice,newspapers,onions,rolls/buns"
4360,"chocolate,citrus fruit,coffee,domestic eggs,frozen vegetables,margarine"
4361,"bottled water,chicken,citrus fruit,domestic eggs,hamburger meat,other vegetables,rolls/buns,root vegetables"
4362,"berries,chewing gum,chicken,curd,domestic eggs,frozen vegetables,fruit/vegetable juice,ham,rolls/buns,seasonal products,sugar,whipped/sour cream,yogurt"
4363,"coffee,frozen vegetables,hygiene articles,long life bakery product,soda,whole milk"
4364,"baking powder,brown bread,butter,chicken,coffee,cream cheese ,dessert,flour,frozen vegetables,fruit/vegetable juice,mayonnaise,other vegetables,pickled vegetables,rolls/buns,sausage,sugar,turkey,whole milk,yogurt"
4365,"UHT-milk,other vegetables,whole milk"
4366,"semi-finished bread,soda"
4367,"curd,domestic eggs,frozen vegetables,fruit/vegetable juice,rolls/buns,root vegetables,shopping bags,sugar,white wine,whole milk"
4368,"bottled water,coffee,cream cheese ,frankfurter,salty snack,sausage,whole milk,yogurt"
4369,"beverages,butter,butter milk,frozen dessert,onions,red/blush wine,soda,whole milk,yogurt"
4370,"curd,domestic eggs,long life bakery product,other vegetables,pastry,sausage,yogurt"
4371,"baking powder,bottled beer,butter,canned beer,chocolate,domestic eggs,finished products,frozen vegetables,specialty chocolate"
4372,"brown bread,dessert,domestic eggs,margarine,meat,other vegetables,pasta,pastry,pip fruit,pork,root vegetables,waffles,whole milk"
4373,"beef,bottled water,house keeping products,nut snack,pork,rolls/buns,seasonal products"
4374,"cream,fruit/vegetable juice,hamburger meat,newspapers"
4375,"butter,canned beer,chicken,domestic eggs,female sanitary products,frozen fish,sausage,soda,sugar,tropical fruit,waffles"
4376,"brown bread,butter,cereals,chicken,dog food,domestic eggs,fruit/vegetable juice,hygiene articles,jam,other vegetables,pork,red/blush wine,rolls/buns,root vegetables,salty snack,soda,whipped/sour cream,whole milk,yogurt"
4377,"berries,butter milk,dish cleaner,fruit/vegetable juice,other vegetables,pip fruit,sliced cheese,soda,sweet spreads,whole milk"
4378,"flour,frankfurter,rolls/buns,vinegar"
4379,"rolls/buns,salty snack,sugar,turkey"
4380,"UHT-milk,berries,bottled beer,coffee,frozen fish,liquor,packaged fruit/vegetables,red/blush wine,rice,root vegetables,soft cheese"
4381,"bathroom cleaner,chicken,onions,other vegetables,rolls/buns,specialty chocolate"
4382,"beef,fruit/vegetable juice,hamburger meat,spices"
4383,"ice cream,whipped/sour cream,whole milk"
4384,"UHT-milk,bottled water,canned fish,chicken,citrus fruit,cream cheese ,oil,other vegetables,specialty chocolate,sweet spreads,turkey,whipped/sour cream,whole milk"
4385,"abrasive cleaner,bottled water,frankfurter,margarine,meat"
4386,"citrus fruit,pip fruit"
4387,"baking powder,brown bread,canned beer,coffee,cream cheese ,curd cheese,detergent,frozen dessert,frozen vegetables,grapes,rolls/buns,root vegetables,soda,whipped/sour cream,white bread,whole milk"
4388,"UHT-milk,butter milk,canned beer,citrus fruit,cream cheese ,frozen fish,newspapers,red/blush wine,rolls/buns,sauces,sausage,tropical fruit"
4389,"brown bread,cake bar,chicken,detergent,frankfurter,fruit/vegetable juice,liquor,long life bakery product,misc. beverages,pork,shopping bags,soda,soft cheese,tropical fruit,white wine,whole milk"
4390,"beverages,coffee,margarine,soft cheese,whole milk"
4391,"UHT-milk,butter,canned fish,citrus fruit,hamburger meat,hygiene articles,meat spreads,napkins,pork,salty snack,shopping bags,soda,specialty cheese,tropical fruit"
4392,"chewing gum,ham,instant coffee,margarine,other vegetables,packaged fruit/vegetables,pork,shopping bags,specialty bar,whipped/sour cream,whole milk"
4393,"coffee,dishes,fruit/vegetable juice,herbs,whole milk"
4394,"berries,brown bread,cream cheese ,curd,detergent,other vegetables,pastry,pork,yogurt"
4395,"beef,candy,ham,misc. beverages,soda,whole milk"
4396,"beef,roll products ,salt,shopping bags"
4397,"dessert,onions,other vegetables,pastry,rolls/buns,root vegetables,shopping bags,whipped/sour cream,yogurt"
4398,"canned beer,curd,long life bakery product,oil,onions,other vegetables,salt,salty snack,soda,specialty chocolate"
4400,"beverages,butter milk,pet care,rolls/buns,shopping bags,whole milk"
4401,"bottled beer,bottled water,butter,hygiene articles,ice cream,sausage,whipped/sour cream"
4402,"cleaner,coffee,cream cheese ,meat,newspapers"
4403,"butter,canned beer,dental care,frankfurter,other vegetables,pastry,tropical fruit,yogurt"
4404,"brown bread,candy,coffee,cream cheese ,flower (seeds),other vegetables,root vegetables"
4405,"bottled water,chocolate,curd cheese,frankfurter,hygiene articles,other vegetables,pastry,soda,whole milk"
4406,"artif. sweetener,canned beer,chewing gum,cream cheese ,dessert,domestic eggs,hard cheese,ice cream,newspapers,other vegetables,pip fruit,pork,shopping bags,soda,sugar,tropical fruit,whole milk"
4407,"berries,bottled water,domestic eggs,liquor (appetizer),misc. beverages,soda"
4408,"butter,cream cheese ,frozen fish,misc. beverages,pip fruit,pork,shopping bags,white bread,whole milk"
4409,"UHT-milk,bottled water,brown bread,domestic eggs,ice cream,kitchen towels,whole milk"
4410,"bottled beer,candy,curd,dessert,hygiene articles,ice cream,newspapers,onions,rolls/buns,salty snack,whole milk"
4411,"beverages,curd,ham,meat,pip fruit,soda"
4412,"UHT-milk,canned vegetables,curd,frozen vegetables,napkins,rolls/buns,root vegetables,sausage,shopping bags,specialty chocolate"
4413,"beverages,bottled beer,hamburger meat,margarine,nuts/prunes,pasta,spread cheese"
4414,"beef,bottled water,newspapers,rolls/buns,shopping bags,soda,whipped/sour cream"
4415,"bottled beer,bottled water,coffee,other vegetables,pip fruit,tropical fruit,whipped/sour cream"
4416,"brown bread,butter,candy,finished products,margarine,newspapers,other vegetables,pastry,whipped/sour cream,white bread,whole milk,yogurt"
4417,"canned beer,chicken,detergent,frozen dessert,frozen meals,fruit/vegetable juice,grapes,ham,pip fruit,sausage,sparkling wine,sugar,tropical fruit"
4418,"ham,long life bakery product,nuts/prunes,processed cheese,rolls/buns,whipped/sour cream,whole milk"
4419,"citrus fruit,other vegetables"
4420,"bottled water,coffee,frozen potato products,red/blush wine,rolls/buns,whole milk"
4422,"berries,bottled water,curd,pip fruit,shopping bags"
4423,"brown bread,pip fruit"
4424,"beef,herbs,hygiene articles,ketchup,margarine,newspapers,pork,red/blush wine"
4425,"butter milk,whole milk"
4426,"Instant food products,UHT-milk,berries,bottled beer,cake bar,coffee,curd,ice cream,oil,pastry,pip fruit,tropical fruit,whole milk"
4427,"bathroom cleaner,frankfurter,pet care,root vegetables,salt,sausage,soda,spread cheese,tropical fruit,turkey,white bread,zwieback"
4428,"citrus fruit,coffee,other vegetables,pork,sausage,sugar"
4429,"grapes,pot plants,rolls/buns"
4430,"bottled beer,citrus fruit,cream cheese ,curd,frozen meals,hamburger meat,margarine,other vegetables,pip fruit,rolls/buns,sausage,tropical fruit,whipped/sour cream"
4431,"beverages,brown bread,butter,chicken,pastry,processed cheese,rolls/buns,salty snack,soda,whole milk"
4432,"butter,candy,canned beer,coffee,female sanitary products,root vegetables,salty snack,sausage,tropical fruit,whole milk"
4433,"bottled water,cream cheese ,curd,fruit/vegetable juice,grapes,hygiene articles,margarine,other vegetables,sausage,tea,waffles,whole milk,yogurt"
4434,"beef,beverages,brown bread,butter,chewing gum,chocolate,coffee,domestic eggs,mayonnaise,napkins,other vegetables,rolls/buns,shopping bags,tropical fruit"
4435,"bottled beer,canned beer,domestic eggs,flour,newspapers,root vegetables,salty snack,white bread"
4436,"hygiene articles,other vegetables"
4437,"beef,beverages,butter,butter milk,canned beer,chewing gum,domestic eggs,frozen fish,hamburger meat,hard cheese,napkins,oil,other vegetables,pastry,pork,rolls/buns,root vegetables,soft cheese,specialty chocolate,whipped/sour cream"
4439,"artif. sweetener,butter,ice cream,rolls/buns,tropical fruit,turkey,whole milk"
4440,"butter milk,chicken,fruit/vegetable juice,newspapers,other vegetables,rolls/buns,root vegetables,sparkling wine,whipped/sour cream,yogurt"
4441,"bottled beer,butter,citrus fruit,curd,dishes,fruit/vegetable juice,grapes,hygiene articles,newspapers,packaged fruit/vegetables,rolls/buns,soda,softener,waffles"
4442,"baking powder,berries,citrus fruit,fruit/vegetable juice,margarine,other vegetables,pastry,pet care,pork,processed cheese,specialty bar,whipped/sour cream,whole milk"
4443,"brown bread,dishes,frozen meals,other vegetables,whole milk"
4444,"UHT-milk,bottled water,canned beer,curd,frozen meals,fruit/vegetable juice,long life bakery product,onions,other vegetables,pasta,pastry,rolls/buns,root vegetables,sausage,soda"
4445,"berries,canned beer,chocolate,domestic eggs,flour,flower (seeds),frozen fish,light bulbs,long life bakery product,other vegetables,rolls/buns,sausage,whole milk,yogurt"
4447,"butter,rolls/buns"
4448,"UHT-milk,butter,citrus fruit,curd,frankfurter,fruit/vegetable juice,grapes,herbs,other vegetables,tropical fruit,whole milk"
4449,"UHT-milk,brown bread,candy,citrus fruit,coffee,curd,frankfurter,fruit/vegetable juice,root vegetables,salty snack"
4450,"UHT-milk,beef,bottled beer,condensed milk,pastry,rolls/buns"
4451,"cream cheese ,fruit/vegetable juice"
4452,"other vegetables,pastry,pork"
4453,"brown bread,chicken,frozen vegetables,hamburger meat,napkins,oil,pip fruit,pork,rolls/buns,sausage,soda,specialty vegetables,whole milk,yogurt"
4454,"bottled water,oil"
4455,"Instant food products,canned fish,citrus fruit,curd,margarine,rolls/buns,root vegetables,sausage,shopping bags,soda,turkey,whole milk,yogurt"
4456,"bottled beer,bottled water,cling film/bags,coffee,cream cheese ,dessert,dishes,margarine,onions,other vegetables,soda,specialty bar,sugar,whole milk"
4457,"cereals,fruit/vegetable juice,ice cream,margarine,packaged fruit/vegetables,pasta,pip fruit,pork,rolls/buns"
4458,"pip fruit,seasonal products,soda,specialty chocolate,spread cheese,white bread"
4459,"beverages,bottled water,frozen meals,hamburger meat,other vegetables,rolls/buns,sausage,soda,tropical fruit,white bread,whole milk,yogurt"
4460,"canned beer,chewing gum,dessert,meat,pastry,red/blush wine,root vegetables,sliced cheese"
4461,"cake bar,grapes,newspapers,tropical fruit,white bread,white wine"
4462,"bottled water,chewing gum,citrus fruit,domestic eggs,frankfurter,frozen dessert,misc. beverages,newspapers,pickled vegetables,rolls/buns,yogurt"
4463,"beef,bottled beer,canned beer,decalcifier,flour,liver loaf,pip fruit,pork,root vegetables,whole milk"
4464,"beverages,butter,candy,chewing gum,coffee,hard cheese,ice cream,oil,other vegetables,pastry,rolls/buns,sausage,soda,sugar"
4465,"frozen potato products,onions,soda,specialty chocolate"
4466,"citrus fruit,frozen vegetables,ham,soda,whole milk,yogurt"
4467,"UHT-milk,berries,candy,frozen vegetables,meat,newspapers,other vegetables,pork,soda,white bread,whole milk"
4468,"baking powder,bottled beer,bottled water,brandy,brown bread,canned beer,chocolate,curd,dishes,onions,pork,sausage,sliced cheese,soft cheese,white bread"
4469,"chocolate,curd,fish,pork,root vegetables,tropical fruit"
4470,"brown bread,canned beer,cream cheese ,frozen meals,frozen vegetables,liquor,onions,other vegetables,red/blush wine,rolls/buns,spread cheese,tropical fruit,whipped/sour cream,whole milk"
4471,"butter,coffee,cream cheese ,mustard,pet care,sliced cheese,whole milk,yogurt"
4472,"Instant food products,cake bar"
4473,"artif. sweetener,bottled beer,canned beer,cat food,hamburger meat,other vegetables,packaged fruit/vegetables,pork,rolls/buns,sparkling wine,specialty bar,tropical fruit,whole milk"
4474,"bottled water,brown bread,butter milk,canned beer,detergent,fruit/vegetable juice,pastry,specialty bar,sugar,whole milk,yogurt"
4475,"brandy,butter milk,misc. beverages,other vegetables,whole milk"
4477,"chewing gum,dessert,hamburger meat,newspapers,other vegetables,whipped/sour cream,whole milk"
4478,"UHT-milk,bottled water,domestic eggs,newspapers,rice,roll products ,seasonal products,soda,whole milk"
4479,"brown bread,butter,margarine,rolls/buns,semi-finished bread,soda,waffles"
4480,"chocolate,frankfurter,jam,misc. beverages,rolls/buns"
4481,"brown bread,frozen meals,fruit/vegetable juice"
4482,"cream cheese ,dishes,frozen vegetables,hamburger meat,hard cheese,jam,other vegetables,rolls/buns,shopping bags,whole milk,yogurt"
4483,"canned vegetables,chocolate marshmallow,other vegetables,whole milk"
4484,"bottled water,canned fish,pork,rolls/buns,shopping bags,whipped/sour cream"
4485,"beef,canned beer,curd,dessert,hygiene articles,margarine,pastry,red/blush wine,rolls/buns,root vegetables,whole milk"
4486,"berries,bottled beer,canned beer,chocolate marshmallow,citrus fruit,frankfurter,frozen vegetables,grapes,ham,herbs,hygiene articles,onions,other vegetables,pork,rolls/buns,soft cheese,tropical fruit,whole milk,yogurt"
4487,"bottled beer,brown bread,cat food,curd,hard cheese,house keeping products,hygiene articles,meat,oil,onions,other vegetables,sausage,spread cheese,tea,tropical fruit,whole milk"
4488,"beverages,curd,ice cream,other vegetables,soda,specialty fat"
4489,"bottled water,curd,frozen vegetables,other vegetables,shopping bags,white bread"
4490,"bottled water,domestic eggs,processed cheese,whole milk"
4491,"bottled water,tropical fruit"
4492,"brown bread,butter milk,chocolate,frozen dessert,frozen meals,rolls/buns,sausage,soda,yogurt"
4493,"canned beer,frankfurter,margarine,other vegetables,root vegetables,waffles,whipped/sour cream,whole milk"
4494,"beef,berries,chicken,dish cleaner,frozen dessert,frozen meals,fruit/vegetable juice,ice cream,liquor,newspapers,pork,rolls/buns,root vegetables,sugar,tropical fruit,white bread"
4495,"beef,butter milk,citrus fruit,coffee,domestic eggs,frankfurter,hamburger meat,long life bakery product,oil,other vegetables,pip fruit,rubbing alcohol,sausage,sliced cheese,soda,sparkling wine,waffles,whipped/sour cream,white bread,whole milk,yogurt"
